,DATE,TIME,STADIUM,CLASS,ATTENDANCE,HOME TEAM,HOME TEAM GOALS,AWAY TEAM,AWAY TEAM GOALS,HOME POSSESSIONS,AWAY POSSESSIONS,HOME SHOTS,AWAY SHOTS,HOME ON(SUBS),AWAY ON(SUBS),HOME OFF(SUBS),AWAY OFF(SUBS),HOME BLOCKED SHOTS,AWAY BLOCKED SHOTS,HOME PASSES,AWAY PASSES,HOME CHANCES,AWAY CHANCES,HOME CORNERS,AWAY CORNERS,HOME OFFSIDES,AWAY OFFSIDES,HOME TACKLES,AWAY TACKLES,HOME DUELS WON,AWAY DUELS WON,HOME SAVES,AWAY SAVES,HOME FOULS,AWAY FOULS,HOME YELLOW CARDS,AWAY YELLOW CARDS,HOME RED CARDS,AWAY RED CARDS,YEAR,TOTAL GOALS,match_results
206,2022-10-29,3:00pm,Gtech Community Stadium,d,17051.0,9,1,13,1,57.8,42.2,12,13,3,4,6,6,3,3,80.4,75.3,1,0,3,6,0,1,52.9,35.3,62.1,37.9,3,2,10,17,3,3,0,1,2022,2,Draw
207,2022-10-29,3:00pm,Amex Stadium,h,31746.0,6,4,12,1,41.0,59.0,19,15,9,7,7,5,3,3,79.1,86.0,2,1,8,7,0,0,61.1,50.0,47.8,52.2,7,5,16,6,1,2,0,0,2022,5,Home win
208,2022-10-29,3:00pm,Selhurst Park,h,25130.0,11,1,20,0,44.4,55.6,12,14,3,4,4,6,5,4,72.1,81.3,1,3,8,4,5,3,69.6,65.0,50.0,50.0,4,2,13,12,3,3,0,0,2022,1,Home win
209,2022-10-29,3:00pm,"St James' Park, Newcastle",h,52233.0,4,4,7,0,59.5,40.5,20,3,7,0,10,0,3,3,78.8,73.9,3,0,3,0,2,3,60.0,47.4,61.9,38.1,0,3,11,11,1,1,0,0,2022,4,Home win
210,2022-10-29,5:30pm,Craven Cottage,d,23534.0,10,0,17,0,56.5,43.5,24,9,6,4,10,3,8,2,83.4,79.7,0,2,13,4,0,5,50.0,60.0,63.6,36.4,4,6,10,8,2,1,0,0,2022,0,Draw
211,2022-10-29,7:45pm,Anfield,a,53274.0,5,1,19,2,69.0,31.0,22,14,10,6,8,6,4,2,81.6,63.2,3,1,14,5,0,0,52.9,33.3,50.0,50.0,4,9,9,3,0,1,0,0,2022,3,Away win
212,2022-10-24,8:00pm,London Stadium,h,62447.0,14,2,15,0,54.4,45.6,20,5,4,3,8,2,8,0,84.7,83.1,1,1,5,0,1,0,45.5,76.2,48.6,51.4,3,2,9,11,0,2,0,0,2022,2,Home win
213,2022-10-20,7:30pm,Craven Cottage,h,23508.0,10,3,7,0,60.4,39.6,18,12,8,6,5,3,5,3,85.7,77.5,2,0,9,7,0,3,58.3,42.9,53.1,46.9,6,5,11,11,0,2,0,1,2022,3,Home win
214,2022-10-20,8:15pm,The King Power Stadium,h,30814.0,18,2,19,0,46.8,53.2,5,14,1,2,1,8,3,4,78.3,78.4,1,1,2,9,4,2,53.8,53.3,33.3,66.7,2,0,15,11,2,1,0,0,2022,2,Home win
215,2022-10-19,7:30pm,Vitality Stadium,a,10405.0,15,0,20,1,53.5,46.5,15,9,3,3,8,2,4,4,81.9,81.0,0,1,7,3,2,0,38.5,47.8,62.5,37.5,2,3,8,13,1,3,0,0,2022,1,Away win
216,2022-10-19,7:30pm,Gtech Community Stadium,d,17118.0,9,0,12,0,33.7,66.3,8,14,5,5,2,3,1,6,70.0,85.2,2,1,6,2,2,0,47.4,47.1,52.2,47.8,5,5,7,7,0,0,0,0,2022,0,Draw
217,2022-10-19,7:30pm,Anfield,h,53346.0,5,1,14,0,53.8,46.2,22,8,7,3,8,4,7,1,85.2,80.8,1,4,8,3,1,0,61.5,53.3,61.1,38.9,3,6,9,8,0,0,0,0,2022,1,Home win
218,2022-10-19,7:30pm,"St James' Park, Newcastle",h,52247.0,4,1,17,0,49.8,50.2,16,1,4,0,9,1,3,0,76.8,76.2,1,0,8,2,0,3,77.8,44.4,64.7,35.3,0,3,9,12,2,4,0,0,2022,1,Home win
219,2022-10-19,8:15pm,Old Trafford,h,73677.0,3,2,8,0,51.9,48.1,28,9,10,2,9,5,9,2,85.4,84.3,2,1,8,3,4,0,70.6,50.0,61.1,38.9,2,8,7,7,1,0,0,0,2022,2,Home win
220,2022-10-18,7:30pm,Amex Stadium,d,31463.0,6,0,16,0,70.3,29.7,19,3,7,0,7,3,5,0,86.8,67.7,2,0,9,1,1,0,63.6,61.5,51.6,48.4,0,7,10,14,3,1,0,0,2022,0,Draw
221,2022-10-18,8:15pm,Selhurst Park,h,25125.0,11,2,13,1,51.3,48.7,14,10,4,4,5,5,5,1,82.4,79.4,2,2,4,3,0,4,52.2,51.7,58.6,41.4,3,2,14,18,3,1,0,0,2022,3,Home win
222,2022-10-16,2:00pm,Villa Park,a,41754.0,7,0,12,2,41.1,58.9,18,8,7,4,7,3,4,1,80.2,85.4,3,2,7,1,3,1,41.7,66.7,66.7,33.3,2,7,12,11,0,3,0,0,2022,2,Away win
223,2022-10-16,2:00pm,Elland Road,a,36700.0,19,0,2,1,47.0,53.0,16,9,4,4,5,2,7,3,78.0,83.0,1,1,6,3,4,0,56.0,58.8,56.5,43.5,3,4,10,11,0,2,0,0,2022,1,Away win
224,2022-10-16,2:00pm,Old Trafford,d,73726.0,3,0,4,0,63.0,37.0,15,9,2,2,8,5,5,2,81.1,72.1,2,0,4,4,2,0,61.1,30.8,35.0,65.0,2,2,13,11,3,1,0,0,2022,0,Draw
225,2022-10-16,2:00pm,St. Mary's Stadium,d,29159.0,20,1,14,1,39.1,60.9,10,25,8,4,1,9,1,12,72.4,80.1,1,1,4,14,1,0,35.7,54.5,50.0,50.0,3,7,7,3,1,1,0,0,2022,2,Draw
226,2022-10-16,4:30pm,Anfield,h,53286.0,5,1,1,0,36.8,63.2,13,16,2,6,8,4,3,6,76.9,87.7,5,1,5,6,3,0,52.2,70.0,40.0,60.0,6,1,10,7,3,1,0,0,2022,1,Home win
227,2022-10-15,12:30p,The King Power Stadium,d,31298.0,18,0,11,0,53.1,46.9,14,8,5,1,5,5,4,2,85.1,82.9,1,0,9,2,2,1,48.0,69.2,40.9,59.1,1,6,18,13,2,2,0,0,2022,0,Draw
228,2022-10-15,3:00pm,Craven Cottage,d,22913.0,10,2,15,2,68.9,31.1,19,10,4,6,8,4,7,0,84.8,69.8,0,2,5,6,1,0,75.0,50.0,51.4,48.6,4,2,9,11,2,0,0,0,2022,4,Draw
229,2022-10-15,3:00pm,Molineux,h,31554.0,13,1,16,0,58.0,42.0,9,10,2,2,5,6,2,2,81.6,71.9,0,0,4,5,2,1,47.1,37.5,34.6,65.4,2,1,17,13,2,2,0,0,2022,1,Home win
230,2022-10-15,5:30pm,Tottenham Hotspur Stadium,h,61812.0,8,2,17,0,61.5,38.5,21,4,7,0,6,3,8,1,88.3,81.7,2,0,7,1,0,0,75.0,66.7,56.5,43.5,0,5,12,13,1,4,0,0,2022,2,Home win
231,2022-10-14,8:00pm,Gtech Community Stadium,h,17016.0,9,2,6,0,27.5,72.5,7,21,3,7,4,4,0,10,66.8,85.1,2,2,2,11,0,3,58.3,60.0,53.1,46.9,7,0,12,15,3,1,0,0,2022,2,Home win
232,2022-10-10,8:00pm,The City Ground,d,29208.0,16,1,7,1,39.9,60.1,6,12,3,2,1,2,2,8,73.9,86.2,0,1,1,4,0,3,64.3,50.0,70.0,30.0,1,2,13,19,3,3,0,0,2022,2,Draw
233,2022-10-09,2:00pm,Selhurst Park,h,25042.0,11,2,19,1,54.5,45.5,13,10,5,4,5,2,3,4,76.8,64.3,3,1,5,3,2,2,38.9,44.8,53.6,46.4,3,3,13,23,3,3,0,0,2022,3,Home win
234,2022-10-09,2:00pm,London Stadium,h,62454.0,14,3,10,1,50.3,49.7,17,8,8,2,4,4,5,2,82.5,82.3,3,0,4,2,1,2,58.3,50.0,43.8,56.3,1,5,9,7,1,3,0,0,2022,4,Home win
235,2022-10-09,4:30pm,Emirates Stadium,h,59968.0,2,3,5,2,44.0,56.0,11,8,7,3,1,2,3,3,78.2,80.9,2,1,4,3,3,6,62.5,46.7,56.5,43.5,2,4,11,11,1,2,0,0,2022,5,Home win
236,2022-10-09,7:00pm,Goodison Park,a,39258.0,17,1,3,2,39.7,60.3,11,12,2,4,3,5,6,3,78.7,83.7,0,3,5,4,1,4,66.7,40.0,43.3,56.7,2,1,7,13,2,1,0,0,2022,3,Away win
237,2022-10-08,3:00pm,Vitality Stadium,h,10272.0,15,2,18,1,44.2,55.8,10,9,4,5,2,2,4,2,84.7,86.2,1,1,7,2,3,0,84.6,68.8,26.9,73.1,4,2,8,16,1,2,0,0,2022,3,Home win
238,2022-10-08,3:00pm,Stamford Bridge,h,39940.0,12,3,13,0,57.4,42.6,20,8,7,2,10,5,3,1,87.6,83.5,4,1,4,2,3,0,57.7,69.2,40.9,59.1,2,4,8,8,2,0,0,0,2022,3,Home win
239,2022-10-08,3:00pm,Etihad Stadium,h,53365.0,1,4,20,0,65.2,34.8,21,5,8,0,9,3,4,2,89.5,80.7,6,0,9,1,1,1,53.3,47.4,52.4,47.6,0,4,4,8,0,1,0,0,2022,4,Home win
240,2022-10-08,3:00pm,"St James' Park, Newcastle",h,52067.0,4,5,9,1,54.4,45.6,16,6,6,3,4,1,6,2,79.4,74.7,2,0,9,5,1,3,40.0,70.0,53.6,46.4,2,2,14,9,0,1,0,0,2022,6,Home win
241,2022-10-08,5:30pm,Amex Stadium,a,31498.0,6,0,8,1,58.9,41.1,14,8,4,3,5,4,5,1,87.9,81.4,1,1,6,2,2,3,52.9,80.0,52.2,47.8,2,4,9,14,1,2,0,0,2022,1,Away win
242,2022-09-18,12:00p,Gtech Community Stadium,a,17122.0,9,0,2,3,36.1,63.9,5,13,2,7,3,4,0,2,74.1,86.0,1,2,3,3,3,1,61.9,75.0,72.4,27.6,4,2,10,10,0,2,0,0,2022,3,Away win
243,2022-09-18,2:15pm,Goodison Park,h,39298.0,17,1,14,0,53.6,46.4,7,14,2,4,4,3,1,7,83.0,79.6,0,0,5,14,1,1,61.1,38.9,47.6,52.4,4,1,8,11,3,1,0,0,2022,1,Home win
244,2022-09-17,12:30p,Molineux,a,31578.0,13,0,1,3,40.8,59.2,6,16,1,7,4,5,1,4,83.6,90.5,0,1,5,7,0,1,57.9,57.9,26.7,73.3,4,1,7,9,2,1,1,0,2022,3,Away win
245,2022-09-17,3:00pm,"St James' Park, Newcastle",d,52238.0,4,1,15,1,72.4,27.6,20,10,7,3,8,5,5,2,86.5,67.3,0,1,8,1,3,1,75.0,77.8,56.0,44.0,2,6,10,11,2,2,0,0,2022,2,Draw
246,2022-09-17,5:30pm,Tottenham Hotspur Stadium,h,61450.0,8,6,18,2,43.7,56.3,16,19,11,7,2,7,3,5,83.6,87.3,2,1,6,1,1,0,28.6,75.0,54.5,45.5,5,5,9,9,1,2,0,0,2022,8,Home win
247,2022-09-16,8:00pm,Villa Park,h,40758.0,7,1,20,0,52.7,47.3,11,7,3,1,3,3,5,3,74.3,73.7,1,0,6,3,1,0,54.3,64.3,59.2,40.8,1,2,13,13,3,1,0,0,2022,1,Home win
248,2022-09-16,8:00pm,The City Ground,a,28654.0,16,2,10,3,40.8,59.2,11,15,3,7,5,3,3,5,74.4,82.9,2,2,2,10,2,1,30.0,41.7,55.9,44.1,4,1,11,10,2,4,0,0,2022,5,Away win
249,2022-09-04,2:00pm,Amex Stadium,h,31185.0,6,5,18,2,53.5,46.5,23,6,11,4,5,1,7,1,85.4,82.6,3,2,10,1,2,3,70.6,61.5,47.6,52.4,2,7,6,8,1,1,0,0,2022,7,Home win
250,2022-09-04,4:30pm,Old Trafford,h,73431.0,3,3,2,1,39.5,60.5,10,16,6,3,3,8,1,5,78.1,83.4,4,2,2,5,4,0,47.1,57.1,76.9,23.1,2,3,13,9,3,3,0,0,2022,4,Home win
251,2022-08-30,7:30pm,Selhurst Park,d,25043.0,11,1,9,1,48.9,51.1,13,9,4,3,6,5,3,1,81.1,80.1,0,5,4,6,1,0,57.1,92.9,53.8,46.2,2,3,11,8,1,2,0,0,2022,2,Draw
252,2022-08-30,7:30pm,Craven Cottage,h,22224.0,10,2,6,1,39.1,60.9,10,7,3,4,7,3,0,0,74.7,83.7,1,1,3,3,0,2,57.7,52.2,58.1,41.9,2,2,9,11,2,1,0,0,2022,3,Home win
253,2022-08-30,7:45pm,St. Mary's Stadium,h,31542.0,20,2,12,1,32.2,67.8,9,10,7,4,0,2,2,4,61.0,82.0,3,1,5,3,0,3,68.4,50.0,44.8,55.2,3,3,15,10,2,1,0,0,2022,3,Home win
254,2022-08-30,8:00pm,Elland Road,d,36338.0,19,1,17,1,69.1,30.9,14,7,5,2,8,2,1,3,83.1,69.5,1,3,10,2,2,2,52.0,46.4,66.7,33.3,1,4,10,9,3,3,0,0,2022,2,Draw
255,2022-08-28,2:00pm,Villa Park,a,41796.0,7,0,14,1,57.8,42.2,9,7,3,2,4,3,2,2,84.0,78.5,0,0,3,2,2,1,64.7,46.2,59.1,40.9,1,3,10,10,2,0,0,0,2022,1,Away win
256,2022-08-28,2:00pm,Molineux,d,31311.0,13,1,4,1,36.1,63.9,10,21,4,6,2,4,4,11,69.4,82.1,1,0,4,13,3,1,45.5,66.7,40.7,59.3,5,3,10,11,2,1,0,0,2022,2,Draw
257,2022-08-28,4:30pm,The City Ground,a,29296.0,16,0,8,2,55.3,44.7,17,18,1,7,9,7,7,4,84.7,80.5,0,1,6,1,1,3,52.4,53.8,50.0,50.0,4,1,11,13,6,1,0,0,2022,2,Away win
258,2022-08-27,12:30p,St. Mary's Stadium,a,31196.0,20,0,3,1,48.3,51.7,17,11,5,6,10,2,2,3,73.1,74.0,1,1,5,3,1,1,47.1,57.1,42.2,57.8,3,4,4,14,0,3,0,0,2022,1,Away win
259,2022-08-27,3:00pm,Gtech Community Stadium,d,17009.0,9,1,17,1,57.8,42.2,20,14,5,7,10,2,5,5,83.5,78.4,2,2,8,5,0,2,42.9,72.7,55.3,44.7,6,4,8,8,2,2,0,0,2022,2,Draw
260,2022-08-27,3:00pm,Amex Stadium,h,30953.0,6,1,19,0,42.8,57.2,13,10,4,2,8,3,1,5,70.8,75.6,2,0,5,3,2,1,71.4,54.5,58.3,41.7,2,3,10,14,2,3,0,0,2022,1,Home win
261,2022-08-27,3:00pm,Stamford Bridge,h,39953.0,12,2,18,1,45.1,54.9,7,17,4,5,1,7,2,5,83.4,87.0,2,4,3,11,3,1,66.7,58.8,51.4,48.6,4,2,10,7,1,2,1,0,2022,3,Home win
262,2022-08-27,3:00pm,Anfield,h,53328.0,5,9,15,0,69.4,30.6,19,5,12,2,6,2,1,1,86.5,69.6,3,0,8,1,3,0,83.3,60.0,56.3,43.8,2,4,6,5,0,1,0,0,2022,9,Home win
263,2022-08-27,3:00pm,Etihad Stadium,h,53112.0,1,4,11,2,74.3,25.7,18,2,5,2,9,0,4,0,91.2,74.0,4,1,6,1,2,1,83.3,66.7,66.7,33.3,1,1,14,8,1,2,0,0,2022,6,Home win
264,2022-08-27,5:30pm,Emirates Stadium,h,60164.0,2,2,10,1,72.0,28.0,22,11,8,3,4,6,10,2,85.5,61.9,2,0,9,2,1,0,73.3,45.8,33.3,66.7,2,6,6,12,2,3,0,0,2022,3,Home win
265,2022-08-20,12:30p,Tottenham Hotspur Stadium,h,61298.0,8,1,13,0,49.9,50.1,11,20,4,3,5,8,2,9,87.1,83.6,1,0,8,6,2,0,44.4,66.7,35.7,64.3,3,3,10,8,2,2,0,0,2022,1,Home win
266,2022-08-20,3:00pm,Selhurst Park,h,22012.0,11,3,7,1,50.8,49.2,17,13,9,5,5,6,3,2,84.4,81.3,3,1,4,2,1,1,64.3,46.2,40.9,59.1,4,6,16,14,2,1,0,0,2022,4,Home win
267,2022-08-20,3:00pm,Goodison Park,d,39271.0,17,1,16,1,48.3,51.7,19,14,8,5,6,6,5,3,77.4,73.4,1,0,6,2,4,1,61.5,77.3,40.0,60.0,4,7,6,9,3,2,0,0,2022,2,Draw
268,2022-08-20,3:00pm,Craven Cottage,h,21798.0,10,3,9,2,43.7,56.3,18,13,9,5,4,4,5,4,70.4,75.5,3,3,6,3,5,7,66.7,41.7,46.5,53.5,3,6,13,7,3,2,0,0,2022,5,Home win
269,2022-08-20,3:00pm,The King Power Stadium,a,30850.0,18,1,20,2,62.0,38.0,6,9,1,3,3,5,2,1,81.7,71.6,0,3,2,5,0,1,73.3,63.2,45.9,54.1,1,0,11,15,2,3,0,0,2022,3,Away win
270,2022-08-20,5:30pm,Vitality Stadium,a,10423.0,15,0,2,3,41.8,58.2,6,14,1,6,5,4,0,4,78.8,89.1,0,2,3,4,1,3,36.4,57.1,44.4,55.6,3,1,12,10,2,1,0,0,2022,3,Away win
271,2022-08-15,8:00pm,Anfield,d,52970.0,5,1,11,1,72.6,27.4,24,7,4,3,10,4,10,0,87.0,69.0,3,4,4,2,3,2,75.0,60.9,36.0,64.0,2,3,7,8,2,4,1,0,2022,2,Draw
272,2022-08-14,2:00pm,The City Ground,h,29281.0,16,1,14,0,43.2,56.8,13,19,6,5,4,8,3,6,66.0,74.5,2,0,6,7,3,2,50.0,37.5,47.4,52.6,4,5,10,11,4,1,0,0,2022,1,Home win
273,2022-08-14,4:30pm,Stamford Bridge,d,39946.0,12,2,8,2,63.7,36.3,16,10,3,5,6,2,7,3,85.8,79.1,2,4,8,5,2,1,64.3,48.0,46.7,53.3,3,1,9,9,3,0,0,0,2022,4,Draw
274,2022-08-13,12:30p,Villa Park,h,41883.0,7,2,17,1,57.5,42.5,12,15,4,4,4,2,4,9,84.1,77.0,3,0,5,8,2,3,60.0,68.8,53.8,46.2,4,1,9,7,4,1,0,0,2022,3,Home win
275,2022-08-13,3:00pm,Emirates Stadium,h,60033.0,2,4,18,2,49.9,50.1,19,6,7,2,8,3,4,1,83.5,81.1,3,1,6,2,2,3,75.0,58.3,57.6,42.4,1,4,15,9,1,1,0,0,2022,6,Home win
276,2022-08-13,3:00pm,Amex Stadium,d,31552.0,6,0,4,0,54.5,45.5,13,4,7,1,3,2,3,1,76.5,73.2,3,0,7,3,1,4,77.8,58.3,52.9,47.1,1,5,8,6,2,3,0,0,2022,0,Draw
277,2022-08-13,3:00pm,Etihad Stadium,h,53453.0,1,4,15,0,66.7,33.3,19,3,7,1,6,1,6,1,93.2,81.6,2,0,11,1,2,1,50.0,50.0,52.9,47.1,1,4,9,9,0,3,0,0,2022,4,Home win
278,2022-08-13,3:00pm,St. Mary's Stadium,d,30815.0,20,2,19,2,42.6,57.4,14,13,4,5,7,4,3,4,69.9,74.0,2,3,2,5,1,1,52.9,74.1,42.5,57.5,3,2,10,12,1,3,0,0,2022,4,Draw
279,2022-08-13,3:00pm,Molineux,d,31178.0,13,0,10,0,59.6,40.4,7,9,1,3,5,5,1,1,79.0,71.6,2,1,5,3,1,0,61.1,42.1,53.6,46.4,3,1,7,14,3,3,0,0,2022,0,Draw
280,2022-08-13,5:30pm,Gtech Community Stadium,h,17051.0,9,4,3,0,33.3,66.7,13,15,7,4,3,7,3,4,65.5,84.6,2,0,8,2,1,2,66.7,58.3,41.7,58.3,4,3,6,15,0,4,0,0,2022,4,Home win
281,2022-08-07,2:00pm,The King Power Stadium,d,31794.0,18,2,9,2,55.4,44.6,14,8,5,3,6,4,3,1,87.9,84.5,0,2,5,6,2,2,69.2,60.0,48.3,51.7,1,3,6,5,0,0,0,0,2022,4,Draw
282,2022-08-07,2:00pm,Old Trafford,a,73711.0,3,1,6,2,62.9,37.1,17,15,5,4,5,6,7,5,82.5,70.2,1,1,6,2,3,1,66.7,64.3,55.0,45.0,2,5,7,12,4,1,0,0,2022,3,Away win
283,2022-08-07,4:30pm,London Stadium,a,62443.0,14,0,1,2,24.6,75.4,6,14,1,2,2,8,3,4,78.3,92.9,0,3,1,4,4,1,42.9,66.7,47.6,52.4,0,1,8,4,0,1,0,0,2022,2,Away win
284,2022-08-06,12:30p,Craven Cottage,d,25000.0,10,2,5,2,33.1,66.9,9,11,3,4,2,5,4,2,61.6,77.3,0,3,4,4,4,4,52.0,81.8,63.9,36.1,1,1,7,9,2,0,0,0,2022,4,Draw
285,2022-08-06,3:00pm,Vitality Stadium,h,10000.0,15,2,7,0,34.4,65.6,7,15,3,2,2,7,2,6,70.1,83.9,1,0,5,5,1,4,60.0,80.0,50.0,50.0,2,1,18,16,3,3,0,0,2022,2,Home win
286,2022-08-06,3:00pm,Elland Road,h,36347.0,19,2,13,1,40.1,59.9,12,15,4,6,5,6,3,3,75.8,84.8,2,1,6,4,0,1,66.7,68.8,56.3,43.8,5,3,13,9,2,0,0,0,2022,3,Home win
287,2022-08-06,3:00pm,"St James' Park, Newcastle",h,52245.0,4,2,16,0,61.4,38.6,23,5,10,0,8,3,5,2,80.8,70.4,2,0,11,1,2,0,68.4,73.3,42.9,57.1,0,7,9,14,0,3,0,0,2022,2,Home win
288,2022-08-06,3:00pm,Tottenham Hotspur Stadium,h,61732.0,8,4,20,1,57.5,42.5,18,10,8,2,6,5,4,3,85.0,82.2,1,0,10,2,2,0,62.5,42.9,54.2,45.8,1,5,11,6,3,0,0,0,2022,5,Home win
289,2022-08-06,5:30pm,Goodison Park,a,39254.0,17,0,12,1,37.3,62.7,8,15,4,6,3,3,1,6,73.4,86.6,0,1,4,16,0,2,70.8,47.4,35.3,64.7,5,3,14,11,3,2,0,0,2022,1,Away win
290,2022-08-05,8:00pm,Selhurst Park,a,25286.0,11,0,2,2,56.3,43.7,10,10,2,2,2,4,6,4,86.7,82.2,2,1,3,5,1,2,50.0,55.2,41.7,58.3,1,2,16,11,1,2,0,0,2022,2,Away win
291,2022-05-19,7:45pm,Goodison Park,h,38448.0,17,3,11,2,43.2,56.8,12,7,6,5,4,2,2,0,70.3,77.3,1,1,4,5,0,3,52.0,65.0,58.9,41.1,3,3,9,12,2,3,0,0,2022,5,Home win
292,2022-05-19,8:00pm,Villa Park,d,40468.0,7,1,23,1,71.3,28.7,22,10,9,5,7,2,6,3,90.1,68.4,0,1,13,6,1,0,62.5,54.5,48.3,51.7,3,8,11,20,0,1,0,1,2022,2,Draw
293,2022-05-19,8:00pm,"St James' Park, Newcastle",h,52274.0,4,2,2,0,50.6,49.4,16,11,4,2,7,4,5,5,80.0,77.9,2,0,12,8,6,1,72.2,53.3,66.7,33.3,2,3,11,8,0,3,0,0,2022,2,Home win
294,2022-05-17,7:45pm,St. Mary's Stadium,a,31588.0,20,1,5,2,29.1,70.9,4,24,2,5,0,10,2,9,75.3,89.2,0,0,1,9,0,2,60.0,55.6,53.6,46.4,3,1,6,6,2,0,0,0,2022,3,Away win
295,2022-03-16,8:00pm,Stamford Bridge,d,31478.0,12,1,18,1,67.2,32.8,20,2,7,1,5,1,8,0,92.7,79.2,3,0,6,0,1,1,50.0,44.4,57.9,42.1,0,6,13,7,4,1,0,0,2022,2,Draw
296,2022-05-16,8:15pm,Emirates Stadium,a,59968.0,2,0,5,2,48.4,51.6,9,9,2,3,3,2,4,4,80.6,82.2,1,1,1,6,4,2,75.0,50.0,28.6,71.4,1,2,9,9,0,1,0,0,2022,2,Away win
297,2022-05-15,4:30pm,Goodison Park,a,38819.0,17,2,9,3,27.5,72.5,10,18,5,7,5,10,0,1,67.5,85.3,2,2,5,2,2,1,40.0,21.4,50.0,50.0,4,3,8,8,0,3,2,0,2022,5,Away win
298,2022-05-15,2:00pm,Molineux,d,31219.0,13,1,22,1,64.0,36.0,17,11,4,2,7,8,6,1,89.1,76.6,1,3,5,3,0,0,75.0,58.3,58.3,41.7,1,3,5,10,0,3,0,0,2022,2,Draw
299,2022-05-15,2:00pm,London Stadium,d,59972.0,14,2,1,2,21.8,78.2,6,31,2,8,3,10,1,13,65.1,91.1,1,0,4,9,1,0,63.6,70.0,48.6,51.4,7,0,9,5,3,1,0,0,2022,4,Draw
300,2022-05-15,2:00pm,Elland Road,d,36638.0,19,1,6,1,50.3,49.7,19,15,5,6,10,7,4,2,70.1,73.9,2,4,8,1,1,1,53.8,38.5,37.1,62.9,5,3,16,8,3,2,0,0,2022,2,Draw
301,2022-05-15,2:00pm,Vicarage Road,a,20257.0,21,1,18,5,40.5,59.5,13,13,5,7,8,6,0,0,77.8,85.4,3,5,7,3,3,2,52.6,53.8,40.6,59.4,2,4,4,6,0,1,0,0,2022,6,Away win
302,2022-05-15,2:00pm,Villa Park,d,41136.0,7,1,11,1,48.4,51.6,13,16,4,4,5,6,4,6,82.3,84.2,0,1,1,5,1,0,60.0,33.3,35.7,64.3,3,3,11,15,1,3,0,0,2022,2,Draw
303,2022-05-15,12:00pm,Tottenham Hotspur Stadium,h,61729.0,8,1,23,0,68.3,31.7,21,8,8,1,7,6,6,1,87.8,73.9,2,1,8,2,1,2,66.7,41.2,53.3,46.7,1,6,12,8,3,2,0,0,2022,1,Home win
304,2022-05-12,7:45pm,Tottenham Hotspur Stadium,h,62027.0,8,3,2,0,57.6,42.4,16,9,6,5,5,2,5,2,89.5,85.2,4,0,2,2,1,0,37.5,33.3,50.0,50.0,5,3,8,15,1,3,0,1,2022,3,Home win
305,2022-05-11,8:15pm,Molineux,a,30914.0,13,1,1,5,33.7,66.3,7,15,3,5,3,9,1,1,83.3,91.6,0,3,6,2,2,3,56.3,45.5,26.7,73.3,0,2,2,11,0,1,0,0,2022,6,Away win
306,2022-05-11,7:45pm,Vicarage Road,d,20653.0,21,0,17,0,48.2,51.8,6,16,0,5,5,4,1,7,81.9,79.1,0,0,1,13,1,1,66.7,68.0,44.7,55.3,5,0,5,12,1,2,0,0,2022,0,Draw
307,2022-05-11,7:45pm,The King Power Stadium,h,30892.0,18,3,22,0,64.9,35.1,20,9,8,5,5,4,7,0,89.5,80.5,3,2,10,2,1,0,70.8,63.2,75.0,25.0,5,5,10,5,0,0,0,0,2022,3,Home win
308,2022-05-11,7:30pm,Elland Road,a,36549.0,19,0,12,3,32.1,67.9,5,17,0,4,4,10,1,3,78.6,90.8,1,0,1,5,0,3,62.5,52.9,45.5,54.5,0,0,10,14,1,0,1,0,2022,3,Away win
309,2022-05-10,8:00pm,Villa Park,a,41919.0,7,1,5,2,39.2,60.8,9,17,4,6,5,8,0,3,75.5,83.2,2,1,2,3,3,2,58.3,66.7,54.5,45.5,3,3,10,12,0,0,0,0,2022,3,Away win
310,2022-05-08,4:30pm,Etihad Stadium,h,53336.0,1,5,4,0,71.4,28.6,21,7,9,3,8,3,4,1,90.6,76.9,6,3,8,2,1,4,62.5,47.4,63.6,36.4,3,4,6,11,1,3,0,0,2022,5,Home win
311,2022-05-08,2:00pm,Carrow Road,a,26428.0,22,0,14,4,36.5,63.5,8,13,2,5,2,3,4,5,85.4,90.7,1,1,9,5,2,3,58.3,41.7,46.7,53.3,1,2,7,7,1,1,0,0,2022,4,Away win
312,2022-05-08,2:00pm,Emirates Stadium,h,60108.0,2,2,19,1,63.2,36.8,19,3,9,2,8,0,2,1,89.5,78.3,1,2,8,2,1,0,62.5,62.5,46.7,53.3,1,7,13,15,2,2,0,1,2022,3,Home win
313,2022-05-08,2:00pm,The King Power Stadium,a,32001.0,18,1,17,2,66.0,34.0,16,10,9,4,6,3,1,3,86.4,72.0,2,1,6,1,2,0,56.3,69.2,61.3,38.7,2,7,11,6,3,0,0,0,2022,3,Away win
314,2022-05-07,7:30pm,Anfield,d,53177.0,5,1,8,1,64.9,35.1,22,8,3,3,6,2,13,3,85.8,74.9,0,1,11,5,0,0,57.9,60.0,55.6,44.4,2,2,12,8,3,2,0,0,2022,2,Draw
315,2022-05-07,5:30pm,Amex Stadium,h,31637.0,6,4,3,0,42.0,58.0,17,15,6,5,7,7,4,3,78.6,84.6,3,1,7,6,3,3,81.8,84.6,40.9,59.1,5,1,13,9,0,2,0,0,2022,4,Home win
