,DATE,TIME,STADIUM,CLASS,ATTENDANCE,HOME TEAM,HOME TEAM GOALS,AWAY TEAM,AWAY TEAM GOALS,HOME POSSESSIONS,AWAY POSSESSIONS,HOME SHOTS,AWAY SHOTS,HOME ON(SUBS),AWAY ON(SUBS),HOME OFF(SUBS),AWAY OFF(SUBS),HOME BLOCKED SHOTS,AWAY BLOCKED SHOTS,HOME PASSES,AWAY PASSES,HOME CHANCES,AWAY CHANCES,HOME CORNERS,AWAY CORNERS,HOME OFFSIDES,AWAY OFFSIDES,HOME TACKLES,AWAY TACKLES,HOME DUELS WON,AWAY DUELS WON,HOME SAVES,AWAY SAVES,HOME FOULS,AWAY FOULS,HOME YELLOW CARDS,AWAY YELLOW CARDS,HOME RED CARDS,AWAY RED CARDS,YEAR,TOTAL GOALS,match_results
426,2022-01-18,8:00pm,Amex Stadium,d,30880.0,6,1,12,1,43.2,56.8,10,15,2,3,3,5,5,7,82.2,86.9,1,0,5,7,1,0,68.8,50.0,34.8,65.2,2,1,8,5,1,2,0,0,2022,2,Draw
427,2022-01-16,2:00pm,London Stadium,a,59951.0,14,2,19,3,47.4,52.6,15,18,5,5,6,9,4,4,69.9,72.9,3,3,4,3,1,1,59.1,56.5,58.5,41.5,2,3,6,9,3,2,0,0,2022,5,Away win
428,2022-01-16,2:00pm,Anfield,h,52824.0,5,3,9,0,68.3,31.7,27,6,13,1,8,3,6,2,82.7,62.6,4,0,9,0,2,7,77.8,42.9,55.8,44.2,1,10,6,6,0,1,0,0,2022,3,Home win
429,2022-01-15,5:30pm,Villa Park,d,41968.0,7,2,3,2,54.6,45.4,13,13,9,6,4,4,0,3,84.1,81.6,1,1,3,6,1,1,76.5,47.8,53.8,46.2,4,7,8,13,1,2,0,0,2022,4,Draw
430,2022-01-15,3:00pm,"St James' Park, Newcastle",d,52223.0,4,1,21,1,52.0,48.0,12,18,1,5,8,6,3,7,75.7,79.0,1,2,4,6,1,1,66.7,57.9,53.4,46.6,4,0,13,13,3,2,0,0,2022,2,Draw
431,2022-01-15,3:00pm,Molineux,h,30057.0,13,3,20,1,42.7,57.3,9,13,5,10,3,3,1,0,71.6,81.0,2,3,2,10,2,1,73.9,50.0,40.6,59.4,9,2,13,14,2,3,0,0,2022,4,Home win
432,2022-01-15,3:00pm,Carrow Road,h,26629.0,22,2,17,1,40.4,59.6,14,12,3,5,6,1,5,6,70.4,79.5,1,0,8,8,3,1,33.3,72.2,67.7,32.3,4,2,12,14,3,1,0,0,2022,3,Home win
433,2022-01-15,12:30pm,Etihad Stadium,h,53319.0,1,1,12,0,55.7,44.3,11,4,6,1,3,2,2,1,86.0,84.5,1,1,9,1,3,4,62.5,59.1,72.7,27.3,1,5,11,6,0,2,0,0,2022,1,Home win
434,2022-01-14,8:00pm,Amex Stadium,d,30675.0,6,1,11,1,63.3,36.7,19,3,4,1,10,1,5,1,82.6,73.0,2,1,9,0,1,2,57.1,64.7,65.5,34.5,1,4,11,7,0,2,0,0,2022,2,Draw
435,2022-01-12,7:45pm,London Stadium,h,59775.0,14,2,22,0,61.6,38.4,13,7,5,3,5,3,3,1,84.2,74.2,5,0,11,2,4,3,37.5,80.0,57.1,42.9,3,3,9,8,0,0,0,0,2022,2,Home win
436,2022-01-11,7:45pm,St. Mary's Stadium,h,27383.0,20,4,9,1,48.9,51.1,12,5,6,4,4,0,2,1,74.7,73.1,3,1,5,2,0,1,50.0,40.0,45.9,54.1,3,3,9,8,0,1,0,0,2022,5,Home win
437,2021-12-30,8:15pm,Old Trafford,h,73121.0,3,3,23,1,57.3,42.7,18,10,6,3,9,4,3,3,77.9,77.5,2,2,7,5,2,4,62.5,42.9,45.7,54.3,2,4,5,10,0,0,0,0,2021,4,Home win
438,2021-12-29,8:15pm,Gtech Community Stadium,a,17009.0,9,0,1,1,23.7,76.3,6,12,2,3,2,5,2,4,62.7,88.5,0,1,3,5,0,3,35.3,36.4,45.5,54.5,2,3,12,10,0,0,0,0,2021,1,Away win
439,2021-12-29,7:30pm,Stamford Bridge,d,40080.0,12,1,6,1,47.7,52.3,11,18,5,6,3,8,3,4,79.8,80.1,0,0,10,8,1,0,65.2,60.9,58.8,41.2,5,4,14,7,4,1,0,0,2021,2,Draw
440,2021-12-28,8:00pm,The King Power Stadium,h,32230.0,18,1,5,0,36.6,63.4,6,21,1,4,2,12,3,5,73.2,81.6,1,2,1,12,3,1,52.9,66.7,54.1,45.9,4,0,8,11,0,1,0,0,2021,1,Home win
441,2021-12-28,3:00pm,St. Mary's Stadium,d,31304.0,20,1,8,1,34.6,65.4,9,21,2,11,3,5,4,5,69.3,84.3,0,3,3,7,3,3,26.7,77.8,51.2,48.8,10,1,15,5,2,2,1,0,2021,2,Draw
442,2021-12-28,3:00pm,Vicarage Road,a,20073.0,21,1,14,4,43.0,57.0,14,13,5,6,5,3,4,4,66.1,74.7,2,4,4,5,0,1,75.0,60.0,56.8,43.2,2,4,12,12,0,1,0,0,2021,5,Away win
443,2021-12-28,3:00pm,Selhurst Park,h,24433.0,11,3,22,0,50.9,49.1,19,12,6,3,6,2,7,7,78.3,79.3,0,0,8,8,1,3,61.5,50.0,58.8,41.2,2,3,9,13,1,2,0,0,2021,3,Home win
444,2021-12-27,8:00pm,"St James' Park, Newcastle",d,52178.0,4,1,3,1,31.4,68.6,13,13,8,4,3,3,2,6,64.5,80.4,1,3,2,3,2,3,55.6,58.8,36.0,64.0,2,7,11,8,3,3,0,0,2021,2,Draw
445,2021-12-26,8:00pm,Amex Stadium,h,30141.0,6,2,9,0,50.4,49.6,15,16,5,6,7,6,3,4,80.3,77.3,1,1,6,9,2,3,53.8,56.3,57.1,42.9,5,3,8,10,1,3,0,0,2021,2,Home win
446,2021-12-26,5:30pm,Villa Park,a,41907.0,7,1,12,3,42.1,57.9,8,10,1,4,2,3,5,3,85.7,88.8,0,2,2,5,2,2,52.9,58.8,46.7,53.3,1,1,8,11,3,1,0,0,2021,4,Away win
447,2021-12-26,3:00pm,London Stadium,a,41027.0,14,2,20,3,55.8,44.2,11,11,5,6,3,2,3,3,80.3,76.7,2,0,10,2,2,1,76.9,52.6,47.5,52.5,3,2,10,9,2,3,0,0,2021,5,Away win
448,2021-12-26,3:00pm,Tottenham Hotspur Stadium,h,40539.0,8,3,11,0,59.7,40.3,17,4,6,0,6,2,5,2,91.0,82.8,4,0,4,2,1,0,65.2,55.6,62.5,37.5,0,3,16,9,1,1,0,1,2021,3,Home win
449,2021-12-26,3:00pm,Carrow Road,a,26940.0,22,0,2,5,35.2,64.8,4,16,2,6,1,4,1,6,72.6,84.3,0,1,3,5,3,2,47.1,84.6,30.3,69.7,1,2,13,7,1,2,0,0,2021,5,Away win
450,2021-12-26,3:00pm,Etihad Stadium,h,53226.0,1,6,18,3,71.8,28.2,17,14,9,8,3,5,5,1,94.2,86.6,2,4,14,4,2,1,42.9,66.7,40.0,60.0,5,2,11,9,1,2,0,0,2021,9,Home win
451,2021-12-19,4:30pm,Tottenham Hotspur Stadium,d,45421.0,8,2,5,2,43.7,56.3,10,18,5,6,3,6,2,6,76.3,81.5,4,1,6,4,3,1,73.3,52.0,59.3,40.7,4,3,12,11,4,4,0,1,2021,4,Draw
452,2021-12-19,2:00pm,Molineux,d,30631.0,13,0,12,0,36.9,63.1,4,8,1,1,1,1,2,6,77.8,87.8,1,1,4,9,2,4,47.1,56.3,44.0,56.0,1,1,9,7,0,2,0,0,2021,0,Draw
453,2021-12-19,2:00pm,"St James' Park, Newcastle",a,52127.0,4,0,1,4,28.1,71.9,5,18,1,7,4,8,0,3,81.1,91.1,0,5,3,6,4,2,53.8,47.6,60.0,40.0,3,1,9,6,1,2,0,0,2021,4,Away win
454,2021-12-18,5:30pm,Elland Road,a,36166.0,19,1,2,4,50.9,49.1,9,21,2,12,6,3,1,6,77.0,77.8,1,5,1,4,0,1,28.6,53.8,35.3,64.7,8,1,11,7,3,1,0,0,2021,5,Away win
455,2021-12-16,8:00pm,Anfield,h,52951.0,5,3,4,1,74.2,25.8,23,5,8,3,9,2,6,0,85.1,60.1,2,0,11,0,2,1,75.0,83.3,64.0,36.0,2,6,9,4,1,3,0,0,2021,4,Home win
456,2021-12-16,7:45pm,Stamford Bridge,d,39933.0,12,1,17,1,80.1,19.9,23,5,10,3,10,1,3,1,89.8,55.7,5,1,7,1,0,2,72.7,42.1,56.3,43.8,2,9,11,11,2,3,0,0,2021,2,Draw
457,2021-12-15,8:00pm,Emirates Stadium,h,59777.0,2,2,14,0,56.2,43.8,21,7,8,1,5,3,8,3,83.8,81.1,1,0,5,2,0,0,59.1,77.8,47.4,52.6,1,6,9,9,2,0,0,1,2021,2,Home win
458,2021-12-15,7:30pm,Selhurst Park,d,22861.0,11,2,20,2,59.7,40.3,9,15,6,4,2,7,1,4,74.3,64.5,2,0,4,6,1,3,50.0,83.3,52.2,47.8,2,4,16,20,2,4,0,0,2021,4,Draw
459,2021-12-15,7:30pm,Amex Stadium,a,30362.0,6,0,13,1,59.3,40.7,12,8,2,5,7,2,3,1,84.2,77.5,2,2,7,4,1,1,50.0,52.9,45.0,55.0,4,2,11,15,2,0,0,0,2021,1,Away win
460,2021-12-14,8:00pm,Etihad Stadium,h,52401.0,1,7,19,0,64.2,35.8,31,6,15,3,9,2,7,1,91.6,80.8,3,0,6,2,1,0,41.7,53.3,66.7,33.3,3,8,5,9,1,1,0,0,2021,7,Home win
461,2021-12-14,7:45pm,Carrow Road,a,26836.0,22,0,7,2,50.2,49.8,7,17,3,6,1,3,3,8,82.7,83.0,0,1,7,10,0,0,60.9,47.1,53.8,46.2,4,3,12,9,3,1,0,0,2021,2,Away win
462,2021-12-12,4:30pm,Selhurst Park,h,24066.0,11,3,17,1,61.2,38.8,17,12,6,6,5,1,6,5,83.4,70.3,1,1,8,2,1,0,80.0,64.0,65.9,34.1,5,3,15,14,0,2,0,0,2021,4,Home win
463,2021-12-12,2:00pm,The King Power Stadium,h,31959.0,18,4,4,0,47.3,52.7,8,12,5,3,2,3,1,6,79.3,79.8,2,0,4,6,0,1,65.0,61.5,46.7,53.3,3,1,9,16,2,3,0,0,2021,4,Home win
464,2021-12-12,2:00pm,Turf Moor,d,18065.0,23,0,14,0,40.1,59.9,9,16,1,3,5,8,3,5,64.2,74.3,0,0,6,14,1,1,47.4,60.0,45.3,54.7,3,1,13,11,2,1,0,0,2021,0,Draw
465,2021-12-11,5:30pm,Carrow Road,a,27066.0,22,0,3,1,47.2,52.8,11,13,5,5,1,4,5,4,77.5,81.6,0,1,8,6,0,1,55.6,47.6,41.7,58.3,4,5,6,17,1,1,0,0,2021,1,Away win
466,2021-12-11,3:00pm,Anfield,h,53093.0,5,1,7,0,62.3,37.7,20,4,5,0,8,2,7,2,82.0,70.8,1,0,11,3,2,1,47.1,42.9,75.0,25.0,0,4,13,6,1,2,0,0,2021,1,Home win
467,2021-12-11,3:00pm,Stamford Bridge,h,39959.0,12,3,19,2,57.8,42.2,16,12,6,5,5,1,5,6,83.9,73.4,2,1,5,2,1,4,72.2,47.8,66.7,33.3,3,3,9,15,2,5,0,0,2021,5,Home win
468,2021-12-11,3:00pm,Emirates Stadium,h,59653.0,2,3,20,0,61.3,38.7,15,11,5,6,7,2,3,3,79.9,74.1,3,0,9,8,3,1,50.0,33.3,48.8,51.2,6,2,5,9,2,0,0,0,2021,3,Home win
469,2021-12-11,12:30pm,Etihad Stadium,h,52613.0,1,1,13,0,71.0,29.0,24,2,10,1,8,1,6,0,91.0,74.5,2,0,14,1,1,0,72.7,64.3,50.0,50.0,1,8,12,5,3,2,0,1,2021,1,Home win
470,2021-12-10,8:00pm,Gtech Community Stadium,h,16861.0,9,2,21,1,63.4,36.6,14,6,5,2,4,3,5,1,74.2,58.0,1,1,8,2,1,0,60.0,52.9,41.0,59.0,1,3,12,18,4,0,0,0,2021,3,Home win
471,2021-12-06,8:00pm,Goodison Park,h,38906.0,17,2,2,1,36.1,63.9,11,10,5,3,3,4,3,3,69.3,82.7,1,1,3,3,5,1,53.8,21.1,53.3,46.7,2,3,8,12,2,2,0,0,2021,3,Home win
472,2021-12-05,4:30pm,Villa Park,h,41572.0,7,2,18,1,41.1,58.9,13,12,4,5,4,5,5,2,75.5,80.9,4,1,3,6,1,0,61.9,43.8,41.7,58.3,3,2,8,25,1,1,0,0,2021,3,Home win
473,2021-12-05,2:00pm,Tottenham Hotspur Stadium,h,57088.0,8,3,22,0,40.8,59.2,17,10,7,1,8,6,2,3,85.8,88.3,0,1,6,4,2,4,70.0,66.7,50.0,50.0,1,4,11,4,1,2,0,0,2021,3,Home win
474,2021-12-05,2:00pm,Old Trafford,h,73172.0,3,1,11,0,61.3,38.7,16,8,3,2,7,3,6,3,82.3,71.3,0,2,9,6,3,0,45.8,65.2,44.7,55.3,2,2,16,9,2,2,0,0,2021,1,Home win
475,2021-12-05,2:00pm,Elland Road,d,35639.0,19,2,9,2,63.1,36.9,13,9,6,3,4,2,3,4,79.8,68.2,2,2,5,1,7,0,61.1,38.9,48.6,51.4,1,4,11,9,5,3,0,0,2021,4,Draw
476,2021-12-04,5:30pm,Vicarage Road,a,20673.0,21,1,1,3,22.9,77.1,11,26,4,13,6,8,1,5,65.7,91.8,0,5,5,11,0,1,40.0,53.3,47.8,52.2,9,3,11,7,3,0,0,0,2021,4,Away win
477,2021-12-04,3:00pm,Molineux,a,30729.0,13,0,5,1,32.9,67.1,3,17,1,5,2,8,0,4,70.0,84.9,0,1,2,8,7,1,47.6,53.3,26.7,73.3,3,1,4,7,2,2,0,0,2021,1,Away win
478,2021-12-04,3:00pm,"St James' Park, Newcastle",h,51948.0,4,1,23,0,47.8,52.2,19,10,4,1,4,5,11,4,66.5,71.3,1,0,10,3,0,1,69.2,53.3,46.6,53.4,1,3,11,9,1,1,0,0,2021,1,Home win
479,2021-12-04,3:00pm,St. Mary's Stadium,d,28706.0,20,1,6,1,44.4,55.6,14,14,4,4,6,4,4,6,65.3,69.5,2,2,6,2,0,0,75.0,52.4,52.8,47.2,3,3,15,12,4,2,0,0,2021,2,Draw
480,2021-12-04,12:30pm,London Stadium,h,59942.0,14,3,12,2,36.2,63.8,11,19,5,7,6,4,0,8,74.6,86.2,1,1,1,9,3,1,53.8,83.3,54.8,45.2,5,1,10,10,1,3,0,0,2021,5,Home win
481,2021-11-30,8:15pm,Elland Road,h,35558.0,19,1,11,0,61.9,38.1,15,9,3,1,3,4,9,4,79.7,69.6,1,1,7,4,2,0,39.1,42.9,57.1,42.9,1,2,15,15,5,3,0,0,2021,1,Home win
482,2021-11-30,7:30pm,"St James' Park, Newcastle",d,50757.0,4,1,22,1,31.4,68.6,9,16,1,6,6,5,2,5,69.1,87.0,0,1,2,5,0,3,75.0,58.8,31.8,68.2,5,0,8,11,0,0,1,0,2021,2,Draw
483,2021-11-28,4:30pm,Stamford Bridge,d,40041.0,12,1,3,1,65.7,34.3,24,3,6,2,10,1,8,0,86.2,74.2,0,0,15,2,2,1,68.8,71.4,50.0,50.0,1,5,13,14,2,5,0,0,2021,2,Draw
484,2021-11-28,2:00pm,Etihad Stadium,h,53245.0,1,2,14,1,68.5,31.5,19,5,9,3,6,1,4,1,90.4,78.8,2,0,8,4,4,4,53.3,81.3,45.8,54.2,2,6,7,6,2,0,0,0,2021,3,Home win
485,2021-11-28,2:00pm,The King Power Stadium,h,32020.0,18,4,21,2,56.7,43.3,18,17,8,5,4,8,6,4,69.5,61.1,3,2,8,6,5,2,63.6,64.3,56.6,43.4,3,4,5,20,0,0,0,0,2021,6,Home win
486,2021-11-28,2:00pm,Gtech Community Stadium,h,16957.0,9,1,17,0,39.7,60.3,6,14,4,5,2,4,0,5,68.0,83.0,0,1,3,3,0,3,57.9,73.7,32.4,67.6,5,3,8,11,4,3,0,0,2021,1,Home win
487,2021-11-27,5:30pm,Amex Stadium,d,31166.0,6,0,19,0,56.5,43.5,20,11,4,4,14,5,2,2,78.0,70.2,2,1,6,1,2,1,72.7,50.0,54.8,45.2,4,4,12,14,1,3,0,0,2021,0,Draw
488,2021-11-27,3:00pm,Carrow Road,d,26911.0,22,0,13,0,43.1,56.9,14,5,4,2,7,3,3,0,84.0,85.7,2,0,4,3,1,0,73.9,33.3,42.1,57.9,2,4,11,10,2,2,0,0,2021,0,Draw
489,2021-11-27,3:00pm,Anfield,h,53040.0,5,4,20,0,64.5,35.5,20,7,6,3,9,1,5,3,80.3,68.3,3,1,5,7,2,2,76.9,37.5,41.2,58.8,3,2,7,14,0,1,0,0,2021,4,Home win
490,2021-11-27,3:00pm,Selhurst Park,a,25203.0,11,1,7,2,63.3,36.7,8,10,3,3,4,5,1,2,86.8,79.4,1,0,7,3,1,0,75.0,75.0,52.0,48.0,1,2,12,10,3,3,0,0,2021,3,Away win
491,2021-11-27,12:30pm,Emirates Stadium,h,59886.0,2,2,4,0,65.6,34.4,24,9,6,5,12,2,6,2,87.2,79.9,4,0,4,4,0,3,57.1,69.2,70.6,29.4,5,4,6,12,1,3,0,0,2021,2,Home win
492,2021-11-20,5:30pm,Anfield,h,53092.0,5,4,2,0,62.5,37.5,19,5,9,3,3,0,7,2,88.4,81.0,4,0,6,1,2,8,57.1,33.3,50.0,50.0,3,5,15,12,2,0,0,0,2021,4,Home win
493,2021-11-20,3:00pm,Molineux,h,30667.0,13,1,14,0,52.4,47.6,15,8,5,3,7,3,3,2,85.3,86.3,2,0,7,3,0,1,76.5,58.3,50.0,50.0,3,4,6,9,1,1,0,0,2021,1,Home win
494,2021-11-20,3:00pm,Vicarage Road,h,21087.0,21,4,3,1,38.7,61.3,20,9,7,3,6,5,7,1,66.9,79.9,2,3,9,3,1,4,59.1,61.5,42.9,57.1,2,3,7,5,2,1,0,1,2021,5,Home win
495,2021-11-20,3:00pm,Carrow Road,h,26885.0,22,2,20,1,37.0,63.0,8,17,4,5,2,4,2,8,67.6,82.9,0,0,5,7,0,1,50.0,80.0,48.9,51.1,4,2,8,9,3,2,0,0,2021,3,Home win
496,2021-11-20,3:00pm,"St James' Park, Newcastle",d,52131.0,4,3,9,3,52.2,47.8,23,10,9,4,9,4,5,2,72.3,67.5,3,1,8,2,0,2,46.2,61.9,63.4,36.6,1,6,13,11,2,2,0,0,2021,6,Draw
497,2021-11-20,3:00pm,Turf Moor,d,18221.0,23,3,11,3,39.5,60.5,15,18,9,8,4,6,2,4,68.5,80.3,1,2,3,6,1,0,73.3,33.3,66.0,34.0,5,6,14,15,2,3,0,0,2021,6,Draw
498,2021-11-20,3:00pm,Villa Park,h,41925.0,7,2,6,0,37.0,63.0,9,6,5,2,1,0,3,4,82.4,89.3,1,1,5,7,1,0,62.5,68.8,36.0,64.0,2,3,7,13,3,3,0,0,2021,2,Home win
499,2021-11-20,12:30pm,The King Power Stadium,a,32192.0,18,0,12,3,38.3,61.7,4,16,3,7,1,7,0,2,73.3,85.0,1,5,3,5,3,4,45.0,86.7,38.1,61.9,4,3,15,8,3,1,0,0,2021,3,Away win
500,2021-11-07,4:30pm,London Stadium,h,59909.0,14,3,5,2,30.9,69.1,7,16,3,5,2,5,2,6,70.6,86.4,2,2,3,2,2,0,37.5,66.7,47.2,52.8,3,1,11,6,1,1,0,0,2021,5,Home win
501,2021-11-07,2:00pm,Elland Road,d,36478.0,19,1,18,1,55.8,44.2,18,9,5,3,9,6,4,0,77.5,71.1,3,0,10,5,1,2,75.0,54.5,31.8,68.2,2,4,12,5,1,1,0,0,2021,2,Draw
502,2021-11-07,2:00pm,Goodison Park,d,39059.0,17,0,8,0,44.8,55.2,12,8,2,0,4,4,6,4,80.8,84.8,0,1,4,2,1,2,59.1,62.5,20.8,79.2,0,2,13,17,2,4,1,0,2021,0,Draw
503,2021-11-07,2:00pm,Emirates Stadium,h,59833.0,2,1,21,0,60.7,39.3,14,7,6,1,5,2,3,4,83.8,72.2,0,1,4,2,3,3,54.5,66.7,66.7,33.3,1,5,6,19,4,2,0,1,2021,1,Home win
504,2021-11-06,5:30pm,Amex Stadium,d,31267.0,6,1,4,1,65.7,34.3,14,6,5,1,6,4,3,1,90.4,79.4,0,0,2,5,1,1,80.0,65.2,55.0,45.0,1,4,16,10,3,4,1,0,2021,2,Draw
505,2021-11-06,3:00pm,Stamford Bridge,d,39798.0,12,1,23,1,69.9,30.1,25,5,4,2,10,2,11,1,86.4,69.1,5,1,14,2,1,4,62.5,52.9,60.5,39.5,1,4,6,9,1,4,0,0,2021,2,Draw
506,2021-11-06,3:00pm,Gtech Community Stadium,a,16837.0,9,1,22,2,64.5,35.5,19,9,7,5,5,3,7,1,77.8,67.4,3,0,6,2,2,3,73.7,43.8,60.3,39.7,4,6,12,13,2,3,0,0,2021,3,Away win
507,2021-11-06,3:00pm,Selhurst Park,h,24390.0,11,2,13,0,59.7,40.3,13,4,6,2,5,2,2,0,83.9,74.4,3,0,4,6,1,1,50.0,62.5,59.3,40.7,2,4,14,13,2,1,0,0,2021,2,Home win
508,2021-11-06,12:30pm,Old Trafford,a,73086.0,3,0,1,2,32.6,67.4,5,16,1,5,3,7,1,4,81.5,91.6,0,1,1,9,4,1,61.1,50.0,47.4,52.6,5,1,9,12,1,2,0,0,2021,2,Away win
509,2021-11-05,8:00pm,St. Mary's Stadium,h,30178.0,20,1,7,0,56.4,43.6,9,14,3,3,4,7,2,4,80.5,71.6,0,0,10,8,0,2,78.6,45.5,45.5,54.5,3,2,12,12,2,2,0,0,2021,1,Home win
510,2021-10-30,5:30pm,Tottenham Hotspur Stadium,a,60356.0,8,0,3,3,58.2,41.8,9,10,0,4,6,2,3,4,85.3,80.5,2,2,10,2,4,1,52.6,70.6,56.7,43.3,1,0,12,14,2,3,0,0,2021,3,Away win
511,2021-10-30,3:00pm,Vicarage Road,a,20869.0,21,0,20,1,38.7,61.3,10,12,4,1,6,6,0,5,66.7,75.5,1,2,5,8,2,0,46.7,66.7,37.5,62.5,0,3,16,6,2,2,0,0,2021,1,Away win
512,2021-10-30,3:00pm,"St James' Park, Newcastle",a,52208.0,4,0,12,3,20.8,79.2,6,19,1,6,2,6,3,7,62.1,90.3,0,2,0,2,1,4,40.0,33.3,53.3,44.7,3,1,14,12,3,2,0,0,2021,3,Away win
513,2021-10-30,3:00pm,Etihad Stadium,a,53014.0,1,0,11,2,67.6,32.4,14,8,3,3,4,4,7,1,85.9,72.4,0,1,7,1,2,5,62.5,61.9,48.1,51.9,1,3,11,11,2,3,1,0,2021,2,Away win
514,2021-10-30,3:00pm,Anfield,d,53197.0,5,2,6,2,58.4,41.6,14,9,3,6,5,2,6,1,86.1,77.8,2,2,5,3,1,5,50.0,50.0,50.0,50.0,4,1,8,5,2,2,0,0,2021,4,Draw
515,2021-10-30,3:00pm,Turf Moor,h,18821.0,23,3,9,1,40.6,59.4,15,12,6,5,9,3,0,4,68.8,76.4,4,0,4,2,3,4,62.5,83.3,54.1,45.9,3,2,7,10,1,1,0,0,2021,4,Home win
516,2021-10-30,12:30pm,The King Power Stadium,a,32209.0,18,0,2,2,64.3,35.7,16,9,8,5,5,1,3,3,87.1,76.6,3,1,7,6,2,1,54.5,42.9,60.0,40.0,4,8,8,11,2,0,0,0,2021,2,Away win
517,2021-10-24,4:30pm,Old Trafford,a,73088.0,3,0,5,5,36.8,63.2,12,19,4,8,6,5,2,6,81.7,89.1,2,5,6,3,7,0,60.0,63.6,60.9,39.1,3,3,10,8,6,0,1,0,2021,5,Away win
518,2021-10-24,2:00pm,London Stadium,h,59924.0,14,1,8,0,37.7,62.3,13,7,4,4,5,2,4,1,79.4,85.2,2,1,2,4,1,0,56.5,53.3,42.3,57.7,4,3,11,4,2,1,0,0,2021,1,Home win
519,2021-10-24,2:00pm,Gtech Community Stadium,a,16814.0,9,1,18,2,54.4,45.6,15,10,5,6,6,3,4,1,76.4,73.9,1,1,9,2,3,1,60.0,50.0,50.0,50.0,4,4,13,7,1,1,0,0,2021,3,Away win
520,2021-10-18,8:00pm,Emirates Stadium,d,59475.0,2,2,11,2,53.6,46.4,17,9,6,6,7,3,4,0,87.1,84.6,1,0,6,4,0,3,52.9,72.7,28.6,71.4,4,4,7,4,1,1,0,0,2021,4,Draw
521,2021-10-17,4:30pm,"St James' Park, Newcastle",a,52214.0,4,2,8,3,35.5,64.5,7,14,1,4,4,3,2,7,79.3,88.1,1,2,2,9,0,1,61.5,51.9,65.7,34.3,1,0,13,4,4,1,1,0,2021,5,Away win
522,2021-10-17,2:00pm,Goodison Park,a,39132.0,17,0,14,1,39.0,61.0,15,16,2,4,9,4,4,8,73.1,83.9,1,1,7,9,0,2,63.2,61.5,60.6,39.4,3,2,3,3,0,2,0,0,2021,1,Away win
523,2021-10-16,5:30pm,Gtech Community Stadium,a,16940.0,9,0,12,1,43.9,56.1,17,5,7,1,3,3,7,1,75.3,84.8,1,0,5,5,1,4,43.8,35.0,67.3,32.7,0,6,13,8,1,1,0,0,2021,1,Away win
524,2021-10-16,3:00pm,St. Mary's Stadium,h,30506.0,20,1,19,0,45.3,54.7,19,3,5,0,12,2,2,1,76.2,76.8,1,0,8,1,1,2,68.2,66.7,58.8,41.2,0,3,16,14,2,3,0,0,2021,1,Home win
525,2021-10-16,3:00pm,Carrow Road,d,26777.0,22,0,6,0,35.1,64.9,15,11,3,3,5,4,7,4,69.9,84.0,1,1,8,4,0,0,88.9,63.2,40.0,60.0,3,2,5,14,3,5,0,0,2021,0,Draw
526,2021-10-16,3:00pm,Etihad Stadium,h,52711.0,1,2,23,0,70.6,29.4,15,7,6,2,5,4,4,1,89.5,71.7,1,2,6,2,0,3,54.5,76.5,39.3,60.7,2,4,11,5,1,0,0,0,2021,2,Home win
527,2021-10-16,3:00pm,The King Power Stadium,h,32219.0,18,4,3,2,48.8,51.2,22,18,11,6,6,9,5,3,85.2,86.1,2,1,4,3,2,3,58.3,57.1,57.9,42.1,4,7,5,17,0,3,0,0,2021,6,Home win
528,2021-10-16,3:00pm,Villa Park,a,41951.0,7,2,13,3,48.3,51.7,14,9,5,4,7,3,2,2,80.3,80.0,2,3,6,7,1,2,58.3,57.1,53.8,46.2,1,3,8,17,2,3,0,0,2021,5,Away win
529,2021-10-16,12:30pm,Vicarage Road,a,21085.0,21,0,5,5,23.8,76.2,6,19,2,8,3,6,1,5,65.5,87.1,0,4,1,9,8,2,71.4,44.4,65.5,34.5,4,2,4,10,0,0,0,0,2021,5,Away win
530,2021-09-27,8:00pm,Selhurst Park,d,22975.0,11,1,6,1,46.9,53.1,8,8,3,4,2,2,3,2,83.1,82.5,1,2,6,5,1,0,52.9,65.5,31.8,68.2,3,2,12,10,2,5,0,0,2021,2,Draw
531,2021-09-26,4:30pm,Emirates Stadium,h,59919.0,2,3,8,1,46.6,53.4,12,10,7,4,4,5,1,1,82.8,85.2,1,2,4,4,2,4,68.2,78.6,57.7,42.3,3,4,12,13,2,1,0,0,2021,4,Home win
532,2021-09-26,2:00pm,St. Mary's Stadium,a,28002.0,20,0,13,1,57.0,43.0,18,5,6,3,5,0,7,2,83.7,73.9,0,2,5,5,3,1,69.2,50.0,48.3,51.7,2,6,12,8,0,0,0,0,2021,1,Away win
533,2021-09-25,5:30pm,Gtech Community Stadium,d,16876.0,9,3,5,3,32.7,67.3,12,16,4,6,6,6,2,4,66.8,82.9,3,4,2,11,4,4,42.9,63.6,52.1,47.9,3,0,8,7,1,1,0,0,2021,6,Draw
534,2021-09-25,3:00pm,Vicarage Road,d,20650.0,21,1,4,1,52.2,47.8,15,20,4,6,6,8,5,6,76.9,76.4,1,3,5,6,1,1,53.8,54.5,41.5,58.5,5,3,19,12,4,3,0,0,2021,2,Draw
535,2021-09-25,3:00pm,The King Power Stadium,d,31650.0,18,2,23,2,67.1,32.9,22,9,5,3,6,4,11,2,83.7,67.5,2,0,8,4,1,4,82.4,38.5,52.6,47.4,2,2,10,8,2,4,0,0,2021,4,Draw
